# rank, time, memory kiB
0, 1.68693005902403092e+09, 13401224
0, 1.68693011902430606e+09, 14859736
0, 1.68693017902450395e+09, 16371300
1, 1.68693005902398705e+09, 13439124
1, 1.68693011902425790e+09, 14851880
1, 1.68693017902441311e+09, 16453120
2, 1.68693005902398300e+09, 13404576
2, 1.68693011902426100e+09, 14848208
2, 1.68693017902439404e+09, 16487060
3, 1.68693005902402401e+09, 13448520
3, 1.68693011902429509e+09, 14856348
3, 1.68693017902448392e+09, 16394652
