# rank, thread, Name, start Time, end Time, delta, bytes, Depth
0, 22872455073792, "CatalystAnalysisAdaptor::0::Execute", 1.68693007605898809e+09, 1.68693007605899000e+09, 1.90734863281250000e-06, -1, 2
0, 22872455073792, "ConfigurableAnalysis::Execute", 1.68693007605898690e+09, 1.68693007605899191e+09, 5.00679016113281250e-06, -1, 1
0, 22872455073792, "nek::sensei_bridge::update", 1.68693007605898499e+09, 1.68693007605899310e+09, 8.10623168945312500e-06, -1, 0
0, 22872455073792, "CatalystAnalysisAdaptor::0::Execute", 1.68693007624321508e+09, 1.68693007624321699e+09, 1.90734863281250000e-06, -1, 2
0, 22872455073792, "ConfigurableAnalysis::Execute", 1.68693007624321389e+09, 1.68693007624321795e+09, 4.05311584472656250e-06, -1, 1
0, 22872455073792, "nek::sensei_bridge::update", 1.68693007624321198e+09, 1.68693007624322009e+09, 8.10623168945312500e-06, -1, 0
0, 22872455073792, "CatalystAnalysisAdaptor::0::Execute", 1.68693007640986896e+09, 1.68693007640986991e+09, 9.53674316406250000e-07, -1, 2
0, 22872455073792, "ConfigurableAnalysis::Execute", 1.68693007640986705e+09, 1.68693007640987110e+09, 4.05311584472656250e-06, -1, 1
0, 22872455073792, "nek::sensei_bridge::update", 1.68693007640986490e+09, 1.68693007640987301e+09, 8.10623168945312500e-06, -1, 0
0, 22872455073792, "CatalystAnalysisAdaptor::0::Execute", 1.68693007659453702e+09, 1.68693007659453893e+09, 1.90734863281250000e-06, -1, 2
0, 22872455073792, "ConfigurableAnalysis::Execute", 1.68693007659453511e+09, 1.68693007659454012e+09, 5.00679016113281250e-06, -1, 1
0, 22872455073792, "nek::sensei_bridge::update", 1.68693007659453297e+09, 1.68693007659454107e+09, 8.10623168945312500e-06, -1, 0
0, 22872455073792, "CatalystAnalysisAdaptor::0::Execute", 1.68693007677982712e+09, 1.68693007677982903e+09, 1.90734863281250000e-06, -1, 2
0, 22872455073792, "ConfigurableAnalysis::Execute", 1.68693007677982497e+09, 1.68693007677982998e+09, 5.00679016113281250e-06, -1, 1
0, 22872455073792, "nek::sensei_bridge::update", 1.68693007677982402e+09, 1.68693007677983189e+09, 7.86781311035156250e-06, -1, 0
0, 22872455073792, "CatalystAnalysisAdaptor::0::Execute", 1.68693007694731593e+09, 1.68693007694731808e+09, 2.14576721191406250e-06, -1, 2
0, 22872455073792, "ConfigurableAnalysis::Execute", 1.68693007694731498e+09, 1.68693007694731903e+09, 4.05311584472656250e-06, -1, 1
0, 22872455073792, "nek::sensei_bridge::update", 1.68693007694731307e+09, 1.68693007694732094e+09, 7.86781311035156250e-06, -1, 0
0, 22872455073792, "CatalystAnalysisAdaptor::0::Execute", 1.68693007713316393e+09, 1.68693007713316607e+09, 2.14576721191406250e-06, -1, 2
0, 22872455073792, "ConfigurableAnalysis::Execute", 1.68693007713316298e+09, 1.68693007713316798e+09, 5.00679016113281250e-06, -1, 1
0, 22872455073792, "nek::sensei_bridge::update", 1.68693007713316107e+09, 1.68693007713316894e+09, 7.86781311035156250e-06, -1, 0
0, 22872455073792, "CatalystAnalysisAdaptor::0::Execute", 1.68693007730123210e+09, 1.68693007730123305e+09, 9.53674316406250000e-07, -1, 2
0, 22872455073792, "ConfigurableAnalysis::Execute", 1.68693007730122995e+09, 1.68693007730123496e+09, 5.00679016113281250e-06, -1, 1
