# rank, thread, Name, start Time, end Time, delta, bytes, Depth
0, 22480447709184, "CatalystAnalysisAdaptor::Initialize", 1.68693196398345089e+09, 1.68693196406898189e+09, 8.55309963226318359e-02, -1, 3
0, 22480447709184, "CatalystAnalysisAdaptor::0::Initialize", 1.68693196407073903e+09, 1.68693196407074094e+09, 1.90734863281250000e-06, -1, 3
0, 22480447709184, "ConfigurableAnalysis::Initialize", 1.68693196398335791e+09, 1.68693197359641504e+09, 9.61305713653564453e+00, -1, 2
0, 22480447709184, "ConfigurableAnalysis::Initialize", 1.68693196397020602e+09, 1.68693197359642696e+09, 9.62622094154357910e+00, -1, 1
0, 22480447709184, "nek::sensei_bridge::initialize", 1.68693196396994996e+09, 1.68693197359642911e+09, 9.62647914886474609e+00, -1, 0
0, 22480447709184, "CatalystAnalysisAdaptor::0::Execute", 1.68693197401985407e+09, 1.68693197401985598e+09, 1.90734863281250000e-06, -1, 2
0, 22480447709184, "ConfigurableAnalysis::Execute", 1.68693197401985312e+09, 1.68693197401985693e+09, 3.81469726562500000e-06, -1, 1
0, 22480447709184, "nek::sensei_bridge::update", 1.68693197401985002e+09, 1.68693197401985788e+09, 7.86781311035156250e-06, -1, 0
0, 22480447709184, "CatalystAnalysisAdaptor::0::Execute", 1.68693197439048290e+09, 1.68693197439048409e+09, 1.19209289550781250e-06, -1, 2
0, 22480447709184, "ConfigurableAnalysis::Execute", 1.68693197439048100e+09, 1.68693197439048600e+09, 5.00679016113281250e-06, -1, 1
0, 22480447709184, "nek::sensei_bridge::update", 1.68693197439047790e+09, 1.68693197439048696e+09, 9.05990600585937500e-06, -1, 0
0, 22480447709184, "CatalystAnalysisAdaptor::0::Execute", 1.68693197471775603e+09, 1.68693197471775794e+09, 1.90734863281250000e-06, -1, 2
0, 22480447709184, "ConfigurableAnalysis::Execute", 1.68693197471775508e+09, 1.68693197471775889e+09, 3.81469726562500000e-06, -1, 1
0, 22480447709184, "nek::sensei_bridge::update", 1.68693197471775293e+09, 1.68693197471776104e+09, 8.10623168945312500e-06, -1, 0
0, 22480447709184, "CatalystAnalysisAdaptor::0::Execute", 1.68693197497456098e+09, 1.68693197497456288e+09, 1.90734863281250000e-06, -1, 2
0, 22480447709184, "ConfigurableAnalysis::Execute", 1.68693197497456002e+09, 1.68693197497456408e+09, 4.05311584472656250e-06, -1, 1
0, 22480447709184, "nek::sensei_bridge::update", 1.68693197497455692e+09, 1.68693197497456598e+09, 9.05990600585937500e-06, -1, 0
0, 22480447709184, "CatalystAnalysisAdaptor::0::Execute", 1.68693197519001293e+09, 1.68693197519001389e+09, 9.53674316406250000e-07, -1, 2
0, 22480447709184, "ConfigurableAnalysis::Execute", 1.68693197519001102e+09, 1.68693197519001508e+09, 4.05311584472656250e-06, -1, 1
0, 22480447709184, "nek::sensei_bridge::update", 1.68693197519000793e+09, 1.68693197519001698e+09, 9.05990600585937500e-06, -1, 0
0, 22480447709184, "CatalystAnalysisAdaptor::0::Execute", 1.68693197533757901e+09, 1.68693197533758092e+09, 1.90734863281250000e-06, -1, 2
