# rank, time, memory kiB
25, 1.69170696065648103e+09, 16783444
25, 1.69170698065666795e+09, 16783444
25, 1.69170700065684891e+09, 16783460
25, 1.69170702065702295e+09, 16783460
26, 1.69170686065539598e+09, 16469028
26, 1.69170688065571594e+09, 16863088
26, 1.69170690065587401e+09, 16863088
26, 1.69170692065603209e+09, 16863248
26, 1.69170694065622306e+09, 16863248
26, 1.69170696065638900e+09, 16863248
26, 1.69170698065655994e+09, 16863248
26, 1.69170700065673208e+09, 16863264
26, 1.69170702065689611e+09, 16863264
27, 1.69170686065543795e+09, 16470520
27, 1.69170688065576196e+09, 16786476
27, 1.69170690065592790e+09, 16786476
27, 1.69170692065612411e+09, 16786644
27, 1.69170694065630007e+09, 16786644
27, 1.69170696065648007e+09, 16786644
27, 1.69170698065667009e+09, 16786644
27, 1.69170700065685296e+09, 16786660
27, 1.69170702065702891e+09, 16786660
28, 1.69170686065545893e+09, 16465900
28, 1.69170688065579009e+09, 16860096
28, 1.69170690065598607e+09, 16860096
28, 1.69170692065615296e+09, 16860096
28, 1.69170694065631604e+09, 16860096
28, 1.69170696065649390e+09, 16860096
28, 1.69170698065666008e+09, 16860096
28, 1.69170700065685606e+09, 16860112
28, 1.69170702065702605e+09, 16860112
29, 1.69170686065541601e+09, 16470960
29, 1.69170688065573907e+09, 16787044
29, 1.69170690065588999e+09, 16787044
29, 1.69170692065603995e+09, 16787044
29, 1.69170694065621209e+09, 16787048
29, 1.69170696065639591e+09, 16787048
29, 1.69170698065658498e+09, 16787048
29, 1.69170700065676999e+09, 16787064
29, 1.69170702065694809e+09, 16787064
30, 1.69170686065552092e+09, 16460272
30, 1.69170688065583992e+09, 16854312
30, 1.69170690065599704e+09, 16854312
30, 1.69170692065615511e+09, 16854472
30, 1.69170694065633893e+09, 16854472
30, 1.69170696065650606e+09, 16854472
30, 1.69170698065668392e+09, 16854472
30, 1.69170700065684795e+09, 16854488
30, 1.69170702065702295e+09, 16854488
31, 1.69170686065556097e+09, 16461644
31, 1.69170688065590096e+09, 16855868
31, 1.69170690065607810e+09, 16855868
31, 1.69170692065626097e+09, 16855868
31, 1.69170694065644908e+09, 16855868
31, 1.69170696065662909e+09, 16855868
31, 1.69170698065682006e+09, 16855868
31, 1.69170700065701890e+09, 16855884
31, 1.69170702065720701e+09, 16855884
32, 1.69170686065550900e+09, 16471076
32, 1.69170688065583396e+09, 16787132
32, 1.69170690065598989e+09, 16787132
32, 1.69170692065613794e+09, 16787132
32, 1.69170694065631700e+09, 16787132
32, 1.69170696065646005e+09, 16787132
32, 1.69170698065662003e+09, 16787132
32, 1.69170700065677190e+09, 16787148
32, 1.69170702065694094e+09, 16787148
33, 1.69170686065547395e+09, 16472392
33, 1.69170688065580201e+09, 16788460
33, 1.69170690065595794e+09, 16788460
33, 1.69170692065612102e+09, 16788460
33, 1.69170694065630198e+09, 16788460
33, 1.69170696065645289e+09, 16788460
33, 1.69170698065662003e+09, 16788460
33, 1.69170700065678096e+09, 16788476
33, 1.69170702065693402e+09, 16788476
34, 1.69170686065540504e+09, 16464240
34, 1.69170688065572810e+09, 16858440
34, 1.69170690065588498e+09, 16858440
34, 1.69170692065604401e+09, 16858440
34, 1.69170694065621090e+09, 16858440
34, 1.69170696065636611e+09, 16858440
34, 1.69170698065652394e+09, 16858440
34, 1.69170700065667701e+09, 16858456
34, 1.69170702065686393e+09, 16858456
35, 1.69170686065544605e+09, 16463800
35, 1.69170688065576792e+09, 16858004
35, 1.69170690065589309e+09, 16858004
35, 1.69170692065604091e+09, 16858004
35, 1.69170694065622211e+09, 16858004
35, 1.69170696065637493e+09, 16858004
35, 1.69170698065654111e+09, 16858004
35, 1.69170700065668988e+09, 16858020
35, 1.69170702065686989e+09, 16858020
36, 1.69170686065555692e+09, 16471236
36, 1.69170688065586996e+09, 16787168
36, 1.69170690065608001e+09, 16787328
36, 1.69170692065631700e+09, 16787328
36, 1.69170694065654111e+09, 16787328
36, 1.69170696065677595e+09, 16787328
36, 1.69170698065697503e+09, 16787328
36, 1.69170700065720701e+09, 16787344
36, 1.69170702065744495e+09, 16787344
37, 1.69170686065558791e+09, 16466956
37, 1.69170688065591097e+09, 16783032
37, 1.69170690065605998e+09, 16783032
37, 1.69170692065624189e+09, 16783032
37, 1.69170694065640903e+09, 16783032
37, 1.69170696065657711e+09, 16783032
37, 1.69170698065673590e+09, 16783032
37, 1.69170700065690207e+09, 16783048
37, 1.69170702065707588e+09, 16783048
38, 1.69170686065545297e+09, 16461172
38, 1.69170688065570903e+09, 16855392
38, 1.69170690065585899e+09, 16855396
38, 1.69170692065602398e+09, 16855396
38, 1.69170694065617990e+09, 16855396
38, 1.69170696065629792e+09, 16855396
38, 1.69170698065646791e+09, 16855396
38, 1.69170700065663910e+09, 16855412
38, 1.69170702065680790e+09, 16855412
39, 1.69170686065541291e+09, 16469312
39, 1.69170688065573692e+09, 16785396
39, 1.69170690065589595e+09, 16785396
39, 1.69170692065606594e+09, 16785400
39, 1.69170694065625000e+09, 16785400
39, 1.69170696065640593e+09, 16785400
39, 1.69170698065658689e+09, 16785400
39, 1.69170700065675211e+09, 16785416
39, 1.69170702065693688e+09, 16785416
40, 1.69170686065549707e+09, 16471200
40, 1.69170688065578508e+09, 16865392
40, 1.69170690065594602e+09, 16865392
40, 1.69170692065613294e+09, 16865392
40, 1.69170694065631008e+09, 16865392
40, 1.69170696065648890e+09, 16865392
40, 1.69170698065667796e+09, 16865392
40, 1.69170700065686011e+09, 16865408
40, 1.69170702065703201e+09, 16865408
41, 1.69170686065552306e+09, 16468980
41, 1.69170688065578389e+09, 16784900
41, 1.69170690065593505e+09, 16784900
41, 1.69170692065609002e+09, 16785060
41, 1.69170694065625596e+09, 16785060
41, 1.69170696065641189e+09, 16785060
41, 1.69170698065658092e+09, 16785060
41, 1.69170700065675211e+09, 16785060
41, 1.69170702065691710e+09, 16785076
42, 1.69170686065544701e+09, 16475776
42, 1.69170688065578508e+09, 16791844
42, 1.69170690065594006e+09, 16791844
42, 1.69170692065610600e+09, 16791844
42, 1.69170694065630293e+09, 16791844
42, 1.69170696065649199e+09, 16791844
42, 1.69170698065667391e+09, 16791844
42, 1.69170700065684009e+09, 16791860
42, 1.69170702065701890e+09, 16791860
43, 1.69170686065540409e+09, 16470140
43, 1.69170688065572405e+09, 16786196
43, 1.69170690065587807e+09, 16786196
43, 1.69170692065605211e+09, 16786196
43, 1.69170694065621805e+09, 16786196
43, 1.69170696065637803e+09, 16786196
43, 1.69170698065656090e+09, 16786196
43, 1.69170700065674210e+09, 16786212
43, 1.69170702065690303e+09, 16786212
44, 1.69170686065551400e+09, 16462356
44, 1.69170688065584803e+09, 16856572
44, 1.69170690065602398e+09, 16856572
44, 1.69170692065621305e+09, 16856572
44, 1.69170694065641189e+09, 16856572
44, 1.69170696065659308e+09, 16856572
44, 1.69170698065680289e+09, 16856572
44, 1.69170700065698195e+09, 16856588
44, 1.69170702065716004e+09, 16856588
45, 1.69170686065548396e+09, 16419228
45, 1.69170688065583396e+09, 16813444
45, 1.69170690065601802e+09, 16813444
45, 1.69170692065623999e+09, 16813444
45, 1.69170694065643096e+09, 16813444
45, 1.69170696065664005e+09, 16813444
45, 1.69170698065684605e+09, 16813444
45, 1.69170700065705299e+09, 16813460
45, 1.69170702065724993e+09, 16813460
46, 1.69170686065557194e+09, 16420452
46, 1.69170688065594196e+09, 16814704
46, 1.69170690065613294e+09, 16814704
46, 1.69170692065633106e+09, 16814708
46, 1.69170694065655994e+09, 16814708
46, 1.69170696065676808e+09, 16814708
46, 1.69170698065699196e+09, 16814708
46, 1.69170700065719795e+09, 16814724
46, 1.69170702065739489e+09, 16814724
47, 1.69170686065545988e+09, 16461828
47, 1.69170688065583992e+09, 16779984
47, 1.69170690065605497e+09, 16779988
47, 1.69170692065631509e+09, 16779988
47, 1.69170694065653110e+09, 16779988
47, 1.69170696065677595e+09, 16779988
47, 1.69170698065703011e+09, 16779988
47, 1.69170700065728211e+09, 16780004
47, 1.69170702065750003e+09, 16780004
48, 1.69170686065542293e+09, 16465804
48, 1.69170688065568995e+09, 16781720
48, 1.69170690065579391e+09, 16781872
48, 1.69170692065589595e+09, 16781872
48, 1.69170694065599394e+09, 16781872
48, 1.69170696065610504e+09, 16781872
48, 1.69170698065620589e+09, 16781872
48, 1.69170700065631294e+09, 16781888
48, 1.69170702065640903e+09, 16781888
49, 1.69170686065540195e+09, 16472768
49, 1.69170688065570688e+09, 16788836
49, 1.69170690065587401e+09, 16788836
49, 1.69170692065603900e+09, 16788836
49, 1.69170694065623307e+09, 16788836
49, 1.69170696065640306e+09, 16788836
49, 1.69170698065659094e+09, 16788836
49, 1.69170700065676188e+09, 16788852
49, 1.69170702065695906e+09, 16788852
50, 1.69170686065546107e+09, 16464960
50, 1.69170688065575910e+09, 16859164
50, 1.69170690065591502e+09, 16859164
50, 1.69170692065606999e+09, 16859164
50, 1.69170694065625000e+09, 16859164
50, 1.69170696065642405e+09, 16859164
50, 1.69170698065659094e+09, 16859164
50, 1.69170700065676689e+09, 16859180
50, 1.69170702065694189e+09, 16859180
51, 1.69170686065534306e+09, 16471672
51, 1.69170688065564609e+09, 16787744
51, 1.69170690065581608e+09, 16787744
51, 1.69170692065601206e+09, 16787744
51, 1.69170694065617800e+09, 16787744
51, 1.69170696065636611e+09, 16787744
51, 1.69170698065654993e+09, 16787744
51, 1.69170700065674806e+09, 16787760
51, 1.69170702065693903e+09, 16787760
52, 1.69170686065557599e+09, 16471112
52, 1.69170688065590310e+09, 16787196
52, 1.69170690065606403e+09, 16787204
52, 1.69170692065622401e+09, 16787204
52, 1.69170694065640903e+09, 16787204
52, 1.69170696065657210e+09, 16787204
52, 1.69170698065675998e+09, 16787204
52, 1.69170700065692997e+09, 16787220
52, 1.69170702065708804e+09, 16787220
53, 1.69170686065551901e+09, 16462784
53, 1.69170688065585399e+09, 16857004
53, 1.69170690065601707e+09, 16857012
53, 1.69170692065617990e+09, 16857012
53, 1.69170694065637398e+09, 16857012
53, 1.69170696065654302e+09, 16857012
53, 1.69170698065673494e+09, 16857012
53, 1.69170700065690207e+09, 16857028
53, 1.69170702065708804e+09, 16857028
54, 1.69170686065562606e+09, 16469832
54, 1.69170688065595198e+09, 16785928
54, 1.69170690065611291e+09, 16785928
54, 1.69170692065628195e+09, 16785928
54, 1.69170694065648198e+09, 16785928
54, 1.69170696065664506e+09, 16785928
54, 1.69170698065682602e+09, 16785928
54, 1.69170700065699005e+09, 16785944
54, 1.69170702065718293e+09, 16785944
55, 1.69170686065544105e+09, 16469676
55, 1.69170688065578294e+09, 16785772
55, 1.69170690065594912e+09, 16785772
55, 1.69170692065611410e+09, 16785776
55, 1.69170694065630698e+09, 16785776
55, 1.69170696065647602e+09, 16785776
55, 1.69170698065665507e+09, 16785776
55, 1.69170700065683198e+09, 16785792
55, 1.69170702065699697e+09, 16785792
56, 1.69170686065556693e+09, 16467192
56, 1.69170688065587091e+09, 16861252
56, 1.69170690065601707e+09, 16861252
56, 1.69170692065617204e+09, 16861412
56, 1.69170694065634799e+09, 16861412
56, 1.69170696065654707e+09, 16861412
56, 1.69170698065669203e+09, 16861412
56, 1.69170700065682292e+09, 16861428
56, 1.69170702065697694e+09, 16861428
57, 1.69170686065553093e+09, 16467624
57, 1.69170688065591788e+09, 16861852
57, 1.69170690065612698e+09, 16861852
57, 1.69170692065634203e+09, 16861852
57, 1.69170694065656400e+09, 16861852
57, 1.69170696065679693e+09, 16861852
57, 1.69170698065700197e+09, 16861852
57, 1.69170700065722895e+09, 16861868
57, 1.69170702065744805e+09, 16861868
58, 1.69170686065551591e+09, 16466144
58, 1.69170688065586591e+09, 16860224
58, 1.69170690065603709e+09, 16860224
58, 1.69170692065621805e+09, 16860388
58, 1.69170694065642905e+09, 16860388
58, 1.69170696065665293e+09, 16860388
58, 1.69170698065690398e+09, 16860388
58, 1.69170700065710497e+09, 16860404
58, 1.69170702065733504e+09, 16860404
59, 1.69170686065552306e+09, 16466912
59, 1.69170688065586209e+09, 16861124
59, 1.69170690065604401e+09, 16861124
59, 1.69170692065623498e+09, 16861124
59, 1.69170694065643311e+09, 16861124
59, 1.69170696065664101e+09, 16861124
59, 1.69170698065686488e+09, 16861124
59, 1.69170700065704107e+09, 16861140
59, 1.69170702065725493e+09, 16861140
60, 1.69170686065544891e+09, 16462576
60, 1.69170688065576601e+09, 16856784
60, 1.69170690065593505e+09, 16856784
60, 1.69170692065613198e+09, 16856784
60, 1.69170694065632010e+09, 16856784
60, 1.69170696065648508e+09, 16856784
60, 1.69170698065666008e+09, 16856784
60, 1.69170700065683198e+09, 16856800
60, 1.69170702065699601e+09, 16856800
61, 1.69170686065548706e+09, 16471244
61, 1.69170688065582395e+09, 16787352
61, 1.69170690065598392e+09, 16787352
61, 1.69170692065613198e+09, 16787352
61, 1.69170694065631008e+09, 16787352
61, 1.69170696065646410e+09, 16787352
61, 1.69170698065663409e+09, 16787352
61, 1.69170700065676808e+09, 16787368
61, 1.69170702065693402e+09, 16787368
62, 1.69170686065555692e+09, 16462396
62, 1.69170688065581703e+09, 16856604
62, 1.69170690065598702e+09, 16856604
62, 1.69170692065617108e+09, 16856604
62, 1.69170694065635300e+09, 16856604
62, 1.69170696065650797e+09, 16856604
62, 1.69170698065669894e+09, 16856604
62, 1.69170700065686798e+09, 16856620
62, 1.69170702065702891e+09, 16856620
63, 1.69170686065561008e+09, 16463776
63, 1.69170688065593600e+09, 16857828
63, 1.69170690065611291e+09, 16857828
63, 1.69170692065626311e+09, 16857988
63, 1.69170694065643597e+09, 16857988
63, 1.69170696065659499e+09, 16857988
63, 1.69170698065676188e+09, 16857988
63, 1.69170700065691805e+09, 16858004
63, 1.69170702065709805e+09, 16858004
64, 1.69170686065555310e+09, 16460516
64, 1.69170688065587306e+09, 16854704
64, 1.69170690065599799e+09, 16854712
64, 1.69170692065620208e+09, 16854712
64, 1.69170694065641904e+09, 16854712
64, 1.69170696065660405e+09, 16854712
64, 1.69170698065684795e+09, 16854712
64, 1.69170700065703011e+09, 16854728
64, 1.69170702065723801e+09, 16854728
65, 1.69170686065550995e+09, 16463120
65, 1.69170688065584111e+09, 16857348
65, 1.69170690065600109e+09, 16857348
65, 1.69170692065616012e+09, 16857348
65, 1.69170694065634799e+09, 16857348
65, 1.69170696065651703e+09, 16857348
65, 1.69170698065671492e+09, 16857348
65, 1.69170700065689898e+09, 16857364
65, 1.69170702065706611e+09, 16857364
66, 1.69170686065546298e+09, 16461960
66, 1.69170688065577888e+09, 16856004
66, 1.69170690065592504e+09, 16856004
66, 1.69170692065608001e+09, 16856172
66, 1.69170694065622401e+09, 16856172
66, 1.69170696065637589e+09, 16856172
66, 1.69170698065652990e+09, 16856172
66, 1.69170700065668988e+09, 16856188
66, 1.69170702065685201e+09, 16856188
67, 1.69170686065542698e+09, 16418676
67, 1.69170688065574503e+09, 16812752
67, 1.69170690065588999e+09, 16812752
67, 1.69170692065603709e+09, 16812920
67, 1.69170694065621209e+09, 16812920
67, 1.69170696065636706e+09, 16812920
67, 1.69170698065652490e+09, 16812920
67, 1.69170700065670800e+09, 16812936
67, 1.69170702065686297e+09, 16812936
68, 1.69170686065549397e+09, 16471256
68, 1.69170688065580606e+09, 16787192
68, 1.69170690065596390e+09, 16787344
68, 1.69170692065613389e+09, 16787344
68, 1.69170694065629005e+09, 16787344
68, 1.69170696065648603e+09, 16787344
68, 1.69170698065667391e+09, 16787344
68, 1.69170700065682602e+09, 16787360
68, 1.69170702065699410e+09, 16787360
69, 1.69170686065560794e+09, 16468064
69, 1.69170688065592194e+09, 16784140
69, 1.69170690065608907e+09, 16784140
69, 1.69170692065626502e+09, 16784140
69, 1.69170694065644598e+09, 16784140
69, 1.69170696065661407e+09, 16784140
69, 1.69170698065680504e+09, 16784140
69, 1.69170700065696692e+09, 16784156
69, 1.69170702065714598e+09, 16784156
70, 1.69170686065554094e+09, 16462668
70, 1.69170688065587807e+09, 16856892
70, 1.69170690065602112e+09, 16856892
70, 1.69170692065618992e+09, 16856892
70, 1.69170694065634704e+09, 16856892
70, 1.69170696065651989e+09, 16856892
70, 1.69170698065667510e+09, 16856892
70, 1.69170700065684104e+09, 16856908
70, 1.69170702065700793e+09, 16856908
71, 1.69170686065542793e+09, 16461712
71, 1.69170688065573406e+09, 16855940
71, 1.69170690065590000e+09, 16855944
71, 1.69170692065609694e+09, 16855944
71, 1.69170694065624905e+09, 16855944
71, 1.69170696065639305e+09, 16855944
71, 1.69170698065652394e+09, 16855944
71, 1.69170700065666008e+09, 16855960
71, 1.69170702065680099e+09, 16855960
72, 1.69170686065555191e+09, 16463272
72, 1.69170688065580797e+09, 16857472
72, 1.69170690065595698e+09, 16857472
72, 1.69170692065610409e+09, 16857476
72, 1.69170694065627599e+09, 16857476
72, 1.69170696065643191e+09, 16857476
72, 1.69170698065658593e+09, 16857476
72, 1.69170700065673804e+09, 16857492
72, 1.69170702065687799e+09, 16857492
73, 1.69170686065550900e+09, 16462788
73, 1.69170688065582204e+09, 16857000
73, 1.69170690065597606e+09, 16857008
73, 1.69170692065610099e+09, 16857008
73, 1.69170694065628409e+09, 16857008
73, 1.69170696065646195e+09, 16857008
73, 1.69170698065662789e+09, 16857008
73, 1.69170700065675306e+09, 16857024
73, 1.69170702065692496e+09, 16857024
74, 1.69170686065544009e+09, 16462444
74, 1.69170688065577602e+09, 16856524
74, 1.69170690065591311e+09, 16856680
74, 1.69170692065605092e+09, 16856688
74, 1.69170694065622211e+09, 16856688
74, 1.69170696065639091e+09, 16856688
74, 1.69170698065653992e+09, 16856688
74, 1.69170700065669703e+09, 16856704
74, 1.69170702065684605e+09, 16856704
75, 1.69170686065559196e+09, 16462216
75, 1.69170688065591407e+09, 16856420
75, 1.69170690065606904e+09, 16856420
75, 1.69170692065622902e+09, 16856428
75, 1.69170694065643311e+09, 16856428
75, 1.69170696065659595e+09, 16856428
75, 1.69170698065676689e+09, 16856428
75, 1.69170700065694690e+09, 16856444
75, 1.69170702065711403e+09, 16856444
76, 1.69170686065556407e+09, 16463024
76, 1.69170688065587401e+09, 16857060
76, 1.69170690065603590e+09, 16857212
76, 1.69170692065621996e+09, 16857212
76, 1.69170694065638900e+09, 16857216
76, 1.69170696065657592e+09, 16857216
76, 1.69170698065674090e+09, 16857216
76, 1.69170700065691495e+09, 16857232
76, 1.69170702065708804e+09, 16857232
77, 1.69170686065551209e+09, 16470104
77, 1.69170688065583301e+09, 16786048
77, 1.69170690065599394e+09, 16786204
77, 1.69170692065618992e+09, 16786204
77, 1.69170694065636301e+09, 16786212
